trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
3424092.468206308,3259277.866177252,3578303.212444137,3424092.468206308,3424092.468206308,-8972.469751897555,-8972.469751897555,-8972.469751897555,-8972.469751897555,-8972.469751897555,-8972.469751897555,0.0,0.0,0.0,3415119.99845441
3424182.7950360887,3270702.7720032893,3594554.007696536,3424182.7950360887,3424182.7950360887,8907.193485218475,8907.193485218475,8907.193485218475,8907.193485218475,8907.193485218475,8907.193485218475,0.0,0.0,0.0,3433089.9885213072
3424273.121863853,3241421.566481954,3581030.8540470176,3424273.121863853,3424273.121863853,-5887.836262789638,-5887.836262789638,-5887.836262789638,-5887.836262789638,-5887.836262789638,-5887.836262789638,0.0,0.0,0.0,3418385.2856010636
3424363.4486916177,3271921.8664063085,3593099.9024634324,3424363.4486916177,3424363.4486916177,6984.929526486376,6984.929526486376,6984.929526486376,6984.929526486376,6984.929526486376,6984.929526486376,0.0,0.0,0.0,3431348.378218104
3424453.7755193817,3279556.158790248,3602443.0217606514,3424453.7755193817,3424453.7755193817,14715.693924164712,14715.693924164712,14715.693924164712,14715.693924164712,14715.693924164712,14715.693924164712,0.0,0.0,0.0,3439169.4694435466
3424544.1023471463,3256649.1102867643,3588439.055759783,3424544.1023471463,3424544.1023471463,-6616.411340518747,-6616.411340518747,-6616.411340518747,-6616.411340518747,-6616.411340518747,-6616.411340518747,0.0,0.0,0.0,3417927.6910066274
3424634.4291749108,3250775.610106071,3573966.5586316227,3424634.4291749108,3424634.4291749108,-9131.099580655029,-9131.099580655029,-9131.099580655029,-9131.099580655029,-9131.099580655029,-9131.099580655029,0.0,0.0,0.0,3415503.329594256
3424724.756002675,3250566.679349203,3572980.7858701875,3424724.756002675,3424724.756002675,-8972.469751946835,-8972.469751946835,-8972.469751946835,-8972.469751946835,-8972.469751946835,-8972.469751946835,0.0,0.0,0.0,3415752.286250728
3424815.0828304393,3269802.418873067,3599142.42197963,3424815.0828304393,3424815.0828304393,8907.19348521133,8907.19348521133,8907.19348521133,8907.19348521133,8907.19348521133,8907.19348521133,0.0,0.0,0.0,3433722.2763156504
3424905.409658204,3264945.1243171864,3585268.523513106,3424905.409658204,3424905.409658204,-5887.83626274755,-5887.83626274755,-5887.83626274755,-5887.83626274755,-5887.83626274755,-5887.83626274755,0.0,0.0,0.0,3419017.573395456
3424995.736485968,3273145.625158056,3605383.050894534,3424995.736485968,3424995.736485968,6984.929526443324,6984.929526443324,6984.929526443324,6984.929526443324,6984.929526443324,6984.929526443324,0.0,0.0,0.0,3431980.666012411
3425086.0633137324,3283889.250841255,3591515.368358084,3425086.0633137324,3425086.0633137324,14715.693924128056,14715.693924128056,14715.693924128056,14715.693924128056,14715.693924128056,14715.693924128056,0.0,0.0,0.0,3439801.7572378605
3425176.390141497,3247455.1052815313,3574900.3243534723,3425176.390141497,3425176.390141497,-6616.411340455491,-6616.411340455491,-6616.411340455491,-6616.411340455491,-6616.411340455491,-6616.411340455491,0.0,0.0,0.0,3418559.9788010414
3425266.716969261,3256087.028092724,3576568.527826159,3425266.716969261,3425266.716969261,-9131.099580668117,-9131.099580668117,-9131.099580668117,-9131.099580668117,-9131.099580668117,-9131.099580668117,0.0,0.0,0.0,3416135.617388593
3425357.0437970255,3255061.896153719,3573644.3985594483,3425357.0437970255,3425357.0437970255,-8972.469751936322,-8972.469751936322,-8972.469751936322,-8972.469751936322,-8972.469751936322,-8972.469751936322,0.0,0.0,0.0,3416384.574045089
3425447.37062479,3262960.3074443075,3593547.9359812806,3425447.37062479,3425447.37062479,8907.193485218682,8907.193485218682,8907.193485218682,8907.193485218682,8907.193485218682,8907.193485218682,0.0,0.0,0.0,3434354.5641100085
3425537.6974525545,3257836.535599032,3579072.441125797,3425537.6974525545,3425537.6974525545,-5887.836262775738,-5887.836262775738,-5887.836262775738,-5887.836262775738,-5887.836262775738,-5887.836262775738,0.0,0.0,0.0,3419649.861189779
3425628.024280319,3270758.1915328396,3588454.225038118,3425628.024280319,3425628.024280319,6984.929526487258,6984.929526487258,6984.929526487258,6984.929526487258,6984.929526487258,6984.929526487258,0.0,0.0,0.0,3432612.9538068064
3425718.351108083,3267033.7166892346,3613776.9396524546,3425718.351108083,3425718.351108083,14715.693924152618,14715.693924152618,14715.693924152618,14715.693924152618,14715.693924152618,14715.693924152618,0.0,0.0,0.0,3440434.045032236
3425808.677935848,3258781.5660058563,3576846.7924213223,3425808.677935848,3425808.677935848,-6616.411340444684,-6616.411340444684,-6616.411340444684,-6616.411340444684,-6616.411340444684,-6616.411340444684,0.0,0.0,0.0,3419192.266595403
3425899.004541779,3254034.147338342,3569818.3493049964,3425899.004541779,3425899.004541779,-9131.099580643659,-9131.099580643659,-9131.099580643659,-9131.099580643659,-9131.099580643659,-9131.099580643659,0.0,0.0,0.0,3416767.9049611352
3425989.3311477103,3253002.393786066,3578208.2702469644,3425989.3311477103,3425989.3311477103,-8972.469751924644,-8972.469751924644,-8972.469751924644,-8972.469751924644,-8972.469751924644,-8972.469751924644,0.0,0.0,0.0,3417016.8613957856
3426079.6577536417,3274843.797742028,3602093.5749573573,3426079.6577536417,3426079.6577536417,8907.19348521154,8907.19348521154,8907.19348521154,8907.19348521154,8907.19348521154,8907.19348521154,0.0,0.0,0.0,3434986.8512388533
3426169.9843595726,3261415.4525167313,3587356.8283486688,3426169.9843595726,3426169.9843595726,-5887.836262763014,-5887.836262763014,-5887.836262763014,-5887.836262763014,-5887.836262763014,-5887.836262763014,0.0,0.0,0.0,3420282.1480968096
3426260.310965504,3262794.6778548635,3599354.36989653,3426260.310965504,3426260.310965504,6984.929526531191,6984.929526531191,6984.929526531191,6984.929526531191,6984.929526531191,6984.929526531191,0.0,0.0,0.0,3433245.240492035
3426350.637571436,3279932.7910329085,3600863.1816315963,3426350.637571436,3426350.637571436,14715.693924115958,14715.693924115958,14715.693924115958,14715.693924115958,14715.693924115958,14715.693924115958,0.0,0.0,0.0,3441066.331495552
3426440.964177367,3252128.8227744885,3580120.226643613,3426440.964177367,3426440.964177367,-6616.411340468289,-6616.411340468289,-6616.411340468289,-6616.411340468289,-6616.411340468289,-6616.411340468289,0.0,0.0,0.0,3419824.5528368987
3426531.290783298,3263539.3391361106,3589174.5895683537,3426531.290783298,3426531.290783298,-9131.099580656744,-9131.099580656744,-9131.099580656744,-9131.099580656744,-9131.099580656744,-9131.099580656744,0.0,0.0,0.0,3417400.1912026415
3426621.6173892296,3250192.352539833,3572717.87892331,3426621.6173892296,3426621.6173892296,-8972.469751914132,-8972.469751914132,-8972.469751914132,-8972.469751914132,-8972.469751914132,-8972.469751914132,0.0,0.0,0.0,3417649.1476373156
3426711.943995161,3264189.3878266662,3602901.0974551546,3426711.943995161,3426711.943995161,8907.193485204394,8907.193485204394,8907.193485204394,8907.193485204394,8907.193485204394,8907.193485204394,0.0,0.0,0.0,3435619.1374803656
3426802.270601092,3240709.7957016975,3573872.69896079,3426802.270601092,3426802.270601092,-5887.836262791199,-5887.836262791199,-5887.836262791199,-5887.836262791199,-5887.836262791199,-5887.836262791199,0.0,0.0,0.0,3420914.4343383005
3426892.5972070233,3265027.3793189777,3599576.395385324,3426892.5972070233,3426892.5972070233,6984.929526488141,6984.929526488141,6984.929526488141,6984.929526488141,6984.929526488141,6984.929526488141,0.0,0.0,0.0,3433877.5267335116
3426982.9238129547,3281474.5803008447,3604263.4918439137,3426982.9238129547,3426982.9238129547,14715.693924209003,14715.693924209003,14715.693924209003,14715.693924209003,14715.693924209003,14715.693924209003,0.0,0.0,0.0,3441698.617737164
3427073.250418886,3263328.6319340314,3584193.666320254,3427073.250418886,3427073.250418886,-6616.411340491894,-6616.411340491894,-6616.411340491894,-6616.411340491894,-6616.411340491894,-6616.411340491894,0.0,0.0,0.0,3420456.839078394
3427163.5770248175,3251965.751028256,3588361.4031345714,3427163.5770248175,3427163.5770248175,-9131.099580658838,-9131.099580658838,-9131.099580658838,-9131.099580658838,-9131.099580658838,-9131.099580658838,0.0,0.0,0.0,3418032.4774441584
3427253.903630749,3247985.153430173,3564578.30593773,3427253.903630749,3427253.903630749,-8972.469751903618,-8972.469751903618,-8972.469751903618,-8972.469751903618,-8972.469751903618,-8972.469751903618,0.0,0.0,0.0,3418281.433878845
3427344.2302366802,3278044.913303578,3590520.974965131,3427344.2302366802,3427344.2302366802,8907.193485217073,8907.193485217073,8907.193485217073,8907.193485217073,8907.193485217073,8907.193485217073,0.0,0.0,0.0,3436251.4237218974
3427434.556842611,3254240.9633255797,3595622.806450358,3427434.556842611,3427434.556842611,-5887.83626278425,-5887.83626278425,-5887.83626278425,-5887.83626278425,-5887.83626278425,-5887.83626278425,0.0,0.0,0.0,3421546.7205798267
3427524.8834485426,3263840.676606845,3612017.7292683064,3427524.8834485426,3427524.8834485426,6984.929526532076,6984.929526532076,6984.929526532076,6984.929526532076,6984.929526532076,6984.929526532076,0.0,0.0,0.0,3434509.8129750746
3427615.210118526,3276475.7752244743,3603289.9848779244,3427615.210118526,3427615.210118526,14715.69392419033,14715.69392419033,14715.69392419033,14715.69392419033,14715.69392419033,14715.69392419033,0.0,0.0,0.0,3442330.9040427166
3427705.5367885088,3250788.7633218956,3589460.3219916364,3427705.5367885088,3427705.5367885088,-6616.4113405155,-6616.4113405155,-6616.4113405155,-6616.4113405155,-6616.4113405155,-6616.4113405155,0.0,0.0,0.0,3421089.125447993
3427795.863458492,3256334.4766713185,3590061.295038206,3427795.863458492,3427795.863458492,-9131.099580671926,-9131.099580671926,-9131.099580671926,-9131.099580671926,-9131.099580671926,-9131.099580671926,0.0,0.0,0.0,3418664.7638778198
3427886.1901284754,3243478.234187528,3590224.2794244313,3427886.1901284754,3427886.1901284754,-8972.469751952316,-8972.469751952316,-8972.469751952316,-8972.469751952316,-8972.469751952316,-8972.469751952316,0.0,0.0,0.0,3418913.720376523
3427976.5167984585,3268632.915269168,3602700.675653926,3427976.5167984585,3427976.5167984585,8907.193485190104,8907.193485190104,8907.193485190104,8907.193485190104,8907.193485190104,8907.193485190104,0.0,0.0,0.0,3436883.7102836487
3428066.8434684416,3265063.0024477458,3594538.7453750996,3428066.8434684416,3428066.8434684416,-5887.8362627773,-5887.8362627773,-5887.8362627773,-5887.8362627773,-5887.8362627773,-5887.8362627773,0.0,0.0,0.0,3422179.007205664
3428157.1701384247,3262875.7850373327,3594164.758096637,3428157.1701384247,3428157.1701384247,6984.929526475558,6984.929526475558,6984.929526475558,6984.929526475558,6984.929526475558,6984.929526475558,0.0,0.0,0.0,3435142.0996649005
3428247.496808408,3288920.9871723163,3609639.092081416,3428247.496808408,3428247.496808408,14715.693924196907,14715.693924196907,14715.693924196907,14715.693924196907,14715.693924196907,14715.693924196907,0.0,0.0,0.0,3442963.190732605
3428337.823478391,3262450.7388407835,3573034.2376714046,3428337.823478391,3428337.823478391,-6616.411340504694,-6616.411340504694,-6616.411340504694,-6616.411340504694,-6616.411340504694,-6616.411340504694,0.0,0.0,0.0,3421721.412137886
3428428.150148374,3251987.7514188886,3581454.649138637,3428428.150148374,3428428.150148374,-9131.099580666238,-9131.099580666238,-9131.099580666238,-9131.099580666238,-9131.099580666238,-9131.099580666238,0.0,0.0,0.0,3419297.050567708
3428518.4768183576,3264342.563404151,3580480.104013288,3428518.4768183576,3428518.4768183576,-8972.469751941804,-8972.469751941804,-8972.469751941804,-8972.469751941804,-8972.469751941804,-8972.469751941804,0.0,0.0,0.0,3419546.0070664156
3428608.8034883407,3284672.425662581,3611024.0396244214,3428608.8034883407,3428608.8034883407,8907.19348521728,8907.19348521728,8907.19348521728,8907.19348521728,8907.19348521728,8907.19348521728,0.0,0.0,0.0,3437515.996973558
3428699.1301583233,3259691.190826274,3582010.8381105023,3428699.1301583233,3428699.1301583233,-5887.836262770348,-5887.836262770348,-5887.836262770348,-5887.836262770348,-5887.836262770348,-5887.836262770348,0.0,0.0,0.0,3422811.293895553
3428789.456828307,3277939.9760696045,3603081.956187568,3428789.456828307,3428789.456828307,6984.929526519492,6984.929526519492,6984.929526519492,6984.929526519492,6984.929526519492,6984.929526519492,0.0,0.0,0.0,3435774.3863548264
3428879.78349829,3291379.0082235523,3606037.932744929,3428879.78349829,3428879.78349829,14715.693924160249,14715.693924160249,14715.693924160249,14715.693924160249,14715.693924160249,14715.693924160249,0.0,0.0,0.0,3443595.47742245
3428970.110168273,3254735.517396461,3580956.7325214683,3428970.110168273,3428970.110168273,-6616.411340562712,-6616.411340562712,-6616.411340562712,-6616.411340562712,-6616.411340562712,-6616.411340562712,0.0,0.0,0.0,3422353.6988277105
3429060.436838256,3251930.330439831,3590485.952019885,3429060.436838256,3429060.436838256,-9131.099580660553,-9131.099580660553,-9131.099580660553,-9131.099580660553,-9131.099580660553,-9131.099580660553,0.0,0.0,0.0,3419929.3372575957
3429150.7635082393,3264884.0509120272,3579119.431726376,3429150.7635082393,3429150.7635082393,-8972.469751930126,-8972.469751930126,-8972.469751930126,-8972.469751930126,-8972.469751930126,-8972.469751930126,0.0,0.0,0.0,3420178.293756309
3429241.090178223,3273647.484017483,3599323.170985328,3429241.090178223,3429241.090178223,8907.193485210135,8907.193485210135,8907.193485210135,8907.193485210135,8907.193485210135,8907.193485210135,0.0,0.0,0.0,3438148.283663433
3429331.356374539,3270503.4648728212,3598685.2530600666,3429331.356374539,3429331.356374539,-5887.836262798538,-5887.836262798538,-5887.836262798538,-5887.836262798538,-5887.836262798538,-5887.836262798538,0.0,0.0,0.0,3423443.5201117406
3429421.6225708555,3267987.4981702315,3592028.9369682195,3429421.6225708555,3429421.6225708555,6984.92952647644,6984.92952647644,6984.92952647644,6984.92952647644,6984.92952647644,6984.92952647644,0.0,0.0,0.0,3436406.552097332
3429511.8887671726,3279642.2508751596,3608220.939217565,3429511.8887671726,3429511.8887671726,14715.69392412359,14715.69392412359,14715.69392412359,14715.69392412359,14715.69392412359,14715.69392412359,0.0,0.0,0.0,3444227.582691296
3429602.154963489,3256438.6112794927,3575753.343153776,3429602.154963489,3429602.154963489,-6616.411340465042,-6616.411340465042,-6616.411340465042,-6616.411340465042,-6616.411340465042,-6616.411340465042,0.0,0.0,0.0,3422985.7436230243
3429692.4211598053,3260971.369162472,3595685.327584996,3429692.4211598053,3429692.4211598053,-9131.099580654867,-9131.099580654867,-9131.099580654867,-9131.099580654867,-9131.099580654867,-9131.099580654867,0.0,0.0,0.0,3420561.3215791504
3429782.6873561223,3254885.3221371314,3579774.6281248294,3429782.6873561223,3429782.6873561223,-8972.469751919614,-8972.469751919614,-8972.469751919614,-8972.469751919614,-8972.469751919614,-8972.469751919614,0.0,0.0,0.0,3420810.2176042027
3429872.953552439,3261241.846765312,3602377.6356808413,3429872.953552439,3429872.953552439,8907.193485222815,8907.193485222815,8907.193485222815,8907.193485222815,8907.193485222815,8907.193485222815,0.0,0.0,0.0,3438780.1470376616
3429963.2197487555,3253406.938093273,3589145.7375609176,3429963.2197487555,3429963.2197487555,-5887.836262756448,-5887.836262756448,-5887.836262756448,-5887.836262756448,-5887.836262756448,-5887.836262756448,0.0,0.0,0.0,3424075.383485999
3430053.485945072,3267702.246824796,3591739.762925082,3430053.485945072,3430053.485945072,6984.929526419924,6984.929526419924,6984.929526419924,6984.929526419924,6984.929526419924,6984.929526419924,0.0,0.0,0.0,3437038.415471492
3430143.7521413886,3283082.6010336047,3608787.6770121385,3430143.7521413886,3430143.7521413886,14715.693924173402,14715.693924173402,14715.693924173402,14715.693924173402,14715.693924173402,14715.693924173402,0.0,0.0,0.0,3444859.446065562
3430234.018337705,3248735.4855006975,3596206.172397109,3430234.018337705,3430234.018337705,-6616.4113404886475,-6616.4113404886475,-6616.4113404886475,-6616.4113404886475,-6616.4113404886475,-6616.4113404886475,0.0,0.0,0.0,3423617.6069972166
3430324.2845340217,3266846.9085248,3576703.2445342373,3430324.2845340217,3430324.2845340217,-9131.099580667955,-9131.099580667955,-9131.099580667955,-9131.099580667955,-9131.099580667955,-9131.099580667955,0.0,0.0,0.0,3421193.184953354
3430414.5507303383,3271555.864968137,3593203.804613111,3430414.5507303383,3430414.5507303383,-8972.469751908518,-8972.469751908518,-8972.469751908518,-8972.469751908518,-8972.469751908518,-8972.469751908518,0.0,0.0,0.0,3421442.08097843
3430504.816926655,3278049.1001518634,3595231.2376678744,3430504.816926655,3430504.816926655,8907.193485235492,8907.193485235492,8907.193485235492,8907.193485235492,8907.193485235492,8907.193485235492,0.0,0.0,0.0,3439412.01041189
3430595.083122972,3255863.4942458863,3580098.993682837,3430595.083122972,3430595.083122972,-5887.836262778863,-5887.836262778863,-5887.836262778863,-5887.836262778863,-5887.836262778863,-5887.836262778863,0.0,0.0,0.0,3424707.246860193
3430685.349319288,3289233.281439388,3598226.355560856,3430685.349319288,3430685.349319288,6984.929526420365,6984.929526420365,6984.929526420365,6984.929526420365,6984.929526420365,6984.929526420365,0.0,0.0,0.0,3437670.2788457084
3430775.6155156046,3297222.975805744,3623258.2379290974,3430775.6155156046,3430775.6155156046,14715.693924136744,14715.693924136744,14715.693924136744,14715.693924136744,14715.693924136744,14715.693924136744,0.0,0.0,0.0,3445491.3094397415
3430865.8817119217,3251780.1543819094,3588556.8458803333,3430865.8817119217,3430865.8817119217,-6616.411340477842,-6616.411340477842,-6616.411340477842,-6616.411340477842,-6616.411340477842,-6616.411340477842,0.0,0.0,0.0,3424249.470371444
3430929.3659425112,3264953.4789997,3593238.895897209,3430929.3659425112,3430929.3659425112,-9131.099580651273,-9131.099580651273,-9131.099580651273,-9131.099580651273,-9131.099580651273,-9131.099580651273,0.0,0.0,0.0,3421798.26636186
3430992.850173101,3258853.0280509726,3590973.001079119,3430992.850173101,3430992.850173101,-8972.469751957799,-8972.469751957799,-8972.469751957799,-8972.469751957799,-8972.469751957799,-8972.469751957799,0.0,0.0,0.0,3422020.380421143
3431056.3344036904,3281820.184503813,3601471.608121981,3431056.3344036904,3431056.3344036904,8907.193485208523,8907.193485208523,8907.193485208523,8907.193485208523,8907.193485208523,8907.193485208523,0.0,0.0,0.0,3439963.5278888987
3431119.81863428,3259024.814808166,3599295.9455555924,3431119.81863428,3431119.81863428,-5887.8362627719125,-5887.8362627719125,-5887.8362627719125,-5887.8362627719125,-5887.8362627719125,-5887.8362627719125,0.0,0.0,0.0,3425231.982371508
3431183.3028648696,3262969.8265775763,3595632.83862281,3431183.3028648696,3431183.3028648696,6984.929526464299,6984.929526464299,6984.929526464299,6984.929526464299,6984.929526464299,6984.929526464299,0.0,0.0,0.0,3438168.2323913337
3431246.787095459,3283446.335657406,3610752.7813351816,3431246.787095459,3431246.787095459,14715.69392414332,14715.69392414332,14715.69392414332,14715.69392414332,14715.69392414332,14715.69392414332,0.0,0.0,0.0,3445962.4810196026
3431310.271326049,3260897.4773645317,3580025.7668572045,3431310.271326049,3431310.271326049,-6616.411340467035,-6616.411340467035,-6616.411340467035,-6616.411340467035,-6616.411340467035,-6616.411340467035,0.0,0.0,0.0,3424693.859985582
3431373.755556639,3250273.615408364,3570496.995071277,3431373.755556639,3431373.755556639,-9131.099580664364,-9131.099580664364,-9131.099580664364,-9131.099580664364,-9131.099580664364,-9131.099580664364,0.0,0.0,0.0,3422242.6559759746
3431437.2397872284,3262620.7610689965,3586241.200569893,3431437.2397872284,3431437.2397872284,-8972.469751946704,-8972.469751946704,-8972.469751946704,-8972.469751946704,-8972.469751946704,-8972.469751946704,0.0,0.0,0.0,3422464.770035282
3431500.7240178175,3281008.0232694186,3608024.5229008384,3431500.7240178175,3431500.7240178175,8907.193485221202,8907.193485221202,8907.193485221202,8907.193485221202,8907.193485221202,8907.193485221202,0.0,0.0,0.0,3440407.917503039
3431564.2082484076,3271402.3297544005,3588875.139940502,3431564.2082484076,3431564.2082484076,-5887.836262764961,-5887.836262764961,-5887.836262764961,-5887.836262764961,-5887.836262764961,-5887.836262764961,0.0,0.0,0.0,3425676.3719856427
3431627.692478997,3282397.233652058,3596154.0236447062,3431627.692478997,3431627.692478997,6984.929526464741,6984.929526464741,6984.929526464741,6984.929526464741,6984.929526464741,6984.929526464741,0.0,0.0,0.0,3438612.6220054617
3431691.1767095868,3283490.927846475,3608196.7015057337,3431691.1767095868,3431691.1767095868,14715.69392416788,14715.69392416788,14715.69392416788,14715.69392416788,14715.69392416788,14715.69392416788,0.0,0.0,0.0,3446406.8706337544
3431754.6609401763,3269386.9120227112,3595349.2237784443,3431754.6609401763,3431754.6609401763,-6616.41134052505,-6616.41134052505,-6616.41134052505,-6616.41134052505,-6616.41134052505,-6616.41134052505,0.0,0.0,0.0,3425138.2495996514
3431818.1451707664,3264034.496849133,3601051.5081525007,3431818.1451707664,3431818.1451707664,-9131.099580639902,-9131.099580639902,-9131.099580639902,-9131.099580639902,-9131.099580639902,-9131.099580639902,0.0,0.0,0.0,3422687.0455901264
3431881.6294013555,3244868.8792379946,3577195.4109065128,3431881.6294013555,3431881.6294013555,-8972.46975193619,-8972.46975193619,-8972.46975193619,-8972.46975193619,-8972.46975193619,-8972.46975193619,0.0,0.0,0.0,3422909.159649419
3431945.113631945,3270514.012115368,3602678.990599512,3431945.113631945,3431945.113631945,8907.193485214058,8907.193485214058,8907.193485214058,8907.193485214058,8907.193485214058,8907.193485214058,0.0,0.0,0.0,3440852.307117159
3432008.597862535,3253169.126994917,3589755.9875062755,3432008.597862535,3432008.597862535,-5887.836262752238,-5887.836262752238,-5887.836262752238,-5887.836262752238,-5887.836262752238,-5887.836262752238,0.0,0.0,0.0,3426120.761599783
3432072.0820931247,3277527.3921204107,3600607.4136519926,3432072.0820931247,3432072.0820931247,6984.929526508674,6984.929526508674,6984.929526508674,6984.929526508674,6984.929526508674,6984.929526508674,0.0,0.0,0.0,3439057.0116196335
3432108.413089815,3286496.659396531,3605103.865812879,3432108.413089815,3432108.413089815,14715.693924174457,14715.693924174457,14715.693924174457,14715.693924174457,14715.693924174457,14715.693924174457,0.0,0.0,0.0,3446824.1070139897
3432144.744086505,3272784.0121041806,3579743.3296059547,3432144.744086505,3432144.744086505,-6616.411340514245,-6616.411340514245,-6616.411340514245,-6616.411340514245,-6616.411340514245,-6616.411340514245,0.0,0.0,0.0,3425528.3327459907
3432181.075083195,3260670.820385231,3591450.4680503877,3432181.075083195,3432181.075083195,-9131.09958065299,-9131.09958065299,-9131.09958065299,-9131.09958065299,-9131.09958065299,-9131.09958065299,0.0,0.0,0.0,3423049.975502542
3432217.4060798855,3264728.1061531934,3584729.3843534566,3432217.4060798855,3432217.4060798855,-8972.469751925095,-8972.469751925095,-8972.469751925095,-8972.469751925095,-8972.469751925095,-8972.469751925095,0.0,0.0,0.0,3423244.9363279603
3432253.7370765754,3267278.7331664427,3609676.6012427113,3432253.7370765754,3432253.7370765754,8907.19348522141,8907.19348522141,8907.19348522141,8907.19348522141,8907.19348522141,8907.19348522141,0.0,0.0,0.0,3441160.9305617968
3432290.0680732657,3256925.2067305455,3580792.946070578,3432290.0680732657,3432290.0680732657,-5887.836262745287,-5887.836262745287,-5887.836262745287,-5887.836262745287,-5887.836262745287,-5887.836262745287,0.0,0.0,0.0,3426402.2318105204
3432326.3990699556,3270473.538951546,3598059.85090132,3432326.3990699556,3432326.3990699556,6984.929526465624,6984.929526465624,6984.929526465624,6984.929526465624,6984.929526465624,6984.929526465624,0.0,0.0,0.0,3439311.328596421
